/* JOBSPLIT: JOBSTARTTIME 27JAN2025:09:37:07.25 */
/* JOBSPLIT: TASKSTARTTIME 27JAN2025:09:37:07.27 */
/* JOBSPLIT: FILE INPUT E:\TS\Parallel_prod_Frank\ZLMS\program\ZLM004.SAS */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.SMC048.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: DATASET INPUT SEQ SASDATUM.SASDATUM.DATA */
/* JOBSPLIT: LIBNAME SASDATUM "E:\TS\Parallel_prod_Frank\ZLMS\data\SAS\SASDATUM" access = readonly */
/* JOBSPLIT: OPENTIME SASDATUM.SASDATUM.DATA DATE:27JAN2025:09:37:07.27 PHYS:E:\TS\Parallel_prod_Frank\ZLMS\data\SAS\SASDATUM\sasdatum.sas7bdat SIZE:131072 */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:GESTERN TYPE:NUMERIC LENGTH:8 LABEL:GESTERN VORHERIGER WERKTAG FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:MORGEN TYPE:NUMERIC LENGTH:8 LABEL:MORGEN  FOLGENDER WERKTAG FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:HEUTE TYPE:NUMERIC LENGTH:8 LABEL:HEUTE   AKTUELLER WERKTAG FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:SAMSTAG TYPE:NUMERIC LENGTH:8 LABEL:SAMSTAG FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:NMSTART TYPE:NUMERIC LENGTH:8 LABEL:NMSTART START FOLGE-MONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:NMENDE TYPE:NUMERIC LENGTH:8 LABEL:NMENDE  ENDE  FOLGE-MONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:MONAT TYPE:NUMERIC LENGTH:8 LABEL:MONAT   OPC-DATUM ULTIMO FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:JAHR TYPE:NUMERIC LENGTH:8 LABEL:JAHR    OPC-DATUM JAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:JSTART TYPE:NUMERIC LENGTH:8 LABEL:JSTART  START ONLINE ABGESCHL. JAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:JENDE TYPE:NUMERIC LENGTH:8 LABEL:JENDE   ENDE  ONLINE ABGESCHL. JAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VJSTART TYPE:NUMERIC LENGTH:8 LABEL:VJSTART START ONLINE ABGESCHL. VORJAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VJENDE TYPE:NUMERIC LENGTH:8 LABEL:VJENDE  ENDE  ONLINE ABGESCHL. VORJAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:AJSTART TYPE:NUMERIC LENGTH:8 LABEL:AJSTART START AKTUELLES JAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:AJENDE TYPE:NUMERIC LENGTH:8 LABEL:AJENDE  ENDE  AKTUELLES JAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:JMSTART TYPE:NUMERIC LENGTH:8 LABEL:JMSTART START JAHR ABGESCHLOSSENEN MONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:MSTART TYPE:NUMERIC LENGTH:8 LABEL:MSTART  START ONLINE ABGESCHL. MONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:MENDE TYPE:NUMERIC LENGTH:8 LABEL:MENDE   ENDE  ONLINE ABGESCHL. MONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VMSTART TYPE:NUMERIC LENGTH:8 LABEL:VMSTART START ONLINE ABGESCHL. VORMONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VMENDE TYPE:NUMERIC LENGTH:8 LABEL:VMENDE  ENDE  ONLINE ABGESCHL. VORMONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:AMSTART TYPE:NUMERIC LENGTH:8 LABEL:AMSTART START AKTUELLER MONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:AMENDE TYPE:NUMERIC LENGTH:8 LABEL:AMENDE  ENDE  AKTUELLER MONAT FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VAJSTART TYPE:NUMERIC LENGTH:8 LABEL:VAJSTART START AKTUELLES VORJAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VAJENDE TYPE:NUMERIC LENGTH:8 LABEL:VAJENDE  ENDE  AKTUELLES VORJAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VVAJSTRT TYPE:NUMERIC LENGTH:8 LABEL:VVAJSTRT START AKTUELLES VORVORJAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:VVAJENDE TYPE:NUMERIC LENGTH:8 LABEL:VVAJENDE  ENDE  AKTUELLES VORVORJAHR FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:NXT_BT TYPE:NUMERIC LENGTH:8 LABEL:FOLGENDER BANKTAG FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR SASDATUM.SASDATUM.DATA INPUT VARIABLE:WT_02_M TYPE:NUMERIC LENGTH:8 LABEL:2. WT Monat FORMAT: INFORMAT: */
/* JOBSPLIT: SYMBOL GET SAS_DATA */
/* JOBSPLIT: SYMBOL GET SAS_OUTPUT */
/* JOBSPLIT: SYMBOL GET SAS_PROGRAM */
/* JOBSPLIT: SYMBOL SET JSTART */
/* JOBSPLIT: SYMBOL SET SJSTART */
/* JOBSPLIT: SYMBOL SET JSTARD */
/* JOBSPLIT: SYMBOL SET JENDE */
/* JOBSPLIT: SYMBOL SET SJENDE */
/* JOBSPLIT: SYMBOL SET JENDD */
/* JOBSPLIT: SYMBOL SET JMSTART */
/* JOBSPLIT: SYMBOL SET SJMSTART */
/* JOBSPLIT: SYMBOL SET JMSTARD */
/* JOBSPLIT: SYMBOL SET VJSTART */
/* JOBSPLIT: SYMBOL SET SVJSTART */
/* JOBSPLIT: SYMBOL SET VJSTARD */
/* JOBSPLIT: SYMBOL SET VJENDE */
/* JOBSPLIT: SYMBOL SET SVJENDE */
/* JOBSPLIT: SYMBOL SET VJENDD */
/* JOBSPLIT: SYMBOL SET AJSTART */
/* JOBSPLIT: SYMBOL SET SAJSTART */
/* JOBSPLIT: SYMBOL SET AJSTARD */
/* JOBSPLIT: SYMBOL SET AJENDE */
/* JOBSPLIT: SYMBOL SET SAJENDE */
/* JOBSPLIT: SYMBOL SET AJENDD */
/* JOBSPLIT: SYMBOL SET VAJSTART */
/* JOBSPLIT: SYMBOL SET SVAJSTART */
/* JOBSPLIT: SYMBOL SET VAJSTARD */
/* JOBSPLIT: SYMBOL SET VAJENDE */
/* JOBSPLIT: SYMBOL SET SVAJENDE */
/* JOBSPLIT: SYMBOL SET VAJENDD */
/* JOBSPLIT: SYMBOL SET VVAJSTRT */
/* JOBSPLIT: SYMBOL SET SVVAJSTRT */
/* JOBSPLIT: SYMBOL SET VVAJSTRD */
/* JOBSPLIT: SYMBOL SET VVAJENDE */
/* JOBSPLIT: SYMBOL SET SVVAJENDE */
/* JOBSPLIT: SYMBOL SET VVAJENDD */
/* JOBSPLIT: SYMBOL SET MSTART */
/* JOBSPLIT: SYMBOL SET SMSTART */
/* JOBSPLIT: SYMBOL SET MSTARD */
/* JOBSPLIT: SYMBOL SET MENDE */
/* JOBSPLIT: SYMBOL SET SMENDE */
/* JOBSPLIT: SYMBOL SET MENDD */
/* JOBSPLIT: SYMBOL SET VMSTART */
/* JOBSPLIT: SYMBOL SET SVMSTART */
/* JOBSPLIT: SYMBOL SET VMSTARD */
/* JOBSPLIT: SYMBOL SET VMENDE */
/* JOBSPLIT: SYMBOL SET SVMENDE */
/* JOBSPLIT: SYMBOL SET VMENDD */
/* JOBSPLIT: SYMBOL SET NMSTART */
/* JOBSPLIT: SYMBOL SET SNMSTART */
/* JOBSPLIT: SYMBOL SET NMSTARD */
/* JOBSPLIT: SYMBOL SET NMENDE */
/* JOBSPLIT: SYMBOL SET SNMENDE */
/* JOBSPLIT: SYMBOL SET NMENDD */
/* JOBSPLIT: SYMBOL SET AMSTART */
/* JOBSPLIT: SYMBOL SET SAMSTART */
/* JOBSPLIT: SYMBOL SET AMSTARD */
/* JOBSPLIT: SYMBOL SET AMENDE */
/* JOBSPLIT: SYMBOL SET SAMENDE */
/* JOBSPLIT: SYMBOL SET AMENDD */
/* JOBSPLIT: SYMBOL SET GESTERN */
/* JOBSPLIT: SYMBOL SET SGESTERN */
/* JOBSPLIT: SYMBOL SET GESTERD */
/* JOBSPLIT: SYMBOL SET MORGEN */
/* JOBSPLIT: SYMBOL SET SMORGEN */
/* JOBSPLIT: SYMBOL SET MORGED */
/* JOBSPLIT: SYMBOL SET HEUTE */
/* JOBSPLIT: SYMBOL SET SHEUTE */
/* JOBSPLIT: SYMBOL SET HEUTD */
/* JOBSPLIT: SYMBOL SET SAMSTAG */
/* JOBSPLIT: SYMBOL SET SSAMSTAG */
/* JOBSPLIT: SYMBOL SET SAMSTAD */
/* JOBSPLIT: SYMBOL SET MONAT */
/* JOBSPLIT: SYMBOL SET VORMO */
/* JOBSPLIT: ELAPSED 16  */
/* JOBSPLIT: SYSSCP WIN */
/* JOBSPLIT: PROCNAME DATASTEP */
/* JOBSPLIT: STEP SOURCE FOLLOWS */

libname   SASDATUM   "&sas_data.\SAS\SASDATUM"                         access       =    readonly  ;
libname   ANL139M    "&sas_data.\ZLM\ZLM002M"                          access       =    readonly  ;
libname   ANL139     "&sas_data.\ZLM\ZLM002"                                                       ;
filename  ZLMSalle   "&sas_output.\rpt139_ZLMS_alle.csv"      new lrecl = 32767;
filename  ZLMS5Mio   "&sas_output.\rpt139_ZLMS_ab5Mio.csv"    new lrecl = 32767;
filename  RPT139UN   "&sas_output.\rpt139_U_Neu.csv"          new lrecl = 32767;
filename  RPT139PN   "&sas_output.\rpt139_P_Neu.csv"          new lrecl = 32767;
filename  RPT139R    "&sas_output.\rpt139_Raus.csv"           new lrecl = 32767;
filename  RPT139D    "&sas_output.\rpt139_Delta.csv"          new lrecl = 32767;
filename  RPT139P    "&sas_output.\rpt139_Partnerbestand.csv" new lrecl = 32767;
filename  RPT139XX   "&sas_output.\rpt139_ERM_Daten.csv"      new lrecl = 32767;
filename  RPT139G    "&sas_output.\rpt139_GVK_Aenderung.csv"  new lrecl = 32767;
%include "&sas_program.\ZLM004.SAS";

/* JOBSPLIT: TASKSTARTTIME 27JAN2025:09:37:07.29 */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FSEGMENT.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FSEGMENT.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FRATING.FORMATC */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FRATING.FORMATC */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FRFORM.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FRFORM.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FGPART.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FGPART.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FGPARTP.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FGPARTP.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FGPARTDE.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FGPARTDE.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FSEKTOR.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FSEKTOR.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FGPTYP.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FGPTYP.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FREGION.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FREGION.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.FORMATS.FBRANCHE.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.FORMATS.FBRANCHE.FORMAT */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.MYRETAIN.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.MYRETAIN.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.SYSTEMP.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG UPDATE WORK.SASMACR.SYSTEMP.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.MYRESET.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.MYRESET.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.SUMMIEREN.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.SUMMIEREN.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.TODROP2.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.TODROP2.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: ELAPSED 30  */
/* JOBSPLIT: PROCNAME FORMAT */
/* JOBSPLIT: STEP SOURCE FOLLOWS */


/* JOBSPLIT: TASKSTARTTIME 27JAN2025:09:37:07.32 */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.TODROP2.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: DATASET INPUT SEQ ANL139.REPNEU_ZLMS.DATA */
/* JOBSPLIT: LIBNAME ANL139 "E:\TS\Parallel_prod_Frank\ZLMS\data\ZLM\ZLM002" */
/* JOBSPLIT: OPENTIME ANL139.REPNEU_ZLMS.DATA DATE:27JAN2025:09:37:08.29 PHYS:E:\TS\Parallel_prod_Frank\ZLMS\data\ZLM\ZLM002\repneu_zlms.sas7bdat SIZE:284426240 */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.MYRETAIN.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.SUMMIEREN.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.MYRESET.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: DATASET OUTPUT SEQ WORK.PORTFOLIEN.DATA */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.STANDARDOUTPUT.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.STANDARDOUTPUT.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.SYSTEMP.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG UPDATE WORK.SASMACR.SYSTEMP.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.TESTOUTPUT.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.TESTOUTPUT.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG OUTPUT WORK.SASMACR.STANDARDHEADLINE.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: CATALOG INPUT WORK.SASMACR.STANDARDHEADLINE.MACRO */
/* JOBSPLIT: LIBNAME WORK V9 'E:\temp\SAS Temporary Files\_TD4208_DG115E12_' */
/* JOBSPLIT: ATTR ANL139.REPNEU_ZLMS.DATA INPUT VARIABLE:QPARTNR TYPE:CHARACTER LENGTH:10 LABEL: FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR ANL139.REPNEU_ZLMS.DATA INPUT VARIABLE:BONIINST TYPE:NUMERIC LENGTH:8 LABEL:Ratingherkunft FORMAT: INFORMAT: */
/* JOBSPLIT: ATTR ANL139.REPNEU_ZLMS.DATA INPUT VARIABLE:Branche_alphanumerisch TYPE:CHARACTER LENGTH:5 LABEL:Risikobranche FORMAT: INFORMAT: */
